Date,Open,Low,High,Close,Adj close,Volume,% Change (24 hours),
2018-05-09,9321.52,9017.13,9393.95,9032.22,9032.22,6.29851e+08,-3.09983,
2018-05-08,9196.13,8987.27,9373.46,9321.16,9321.16,6.25495e+08,1.3596,
2018-05-07,9377.08,9063.07,9472.09,9196.13,9196.13,6.73924e+08,-1.93734,
2018-05-06,9643.99,9202.13,9662.23,9377.81,9377.81,6.9258e+08,-2.76944,
2018-05-05,9846.44,9441.93,9936.96,9644.92,9644.92,6.0865e+08,-2.04126,
2018-05-04,9700.37,9687.09,9968.85,9845.9,9845.9,6.79872e+08,1.50821,
2018-05-03,9746.26,9547.21,9785.15,9699.61,9699.61,6.63888e+08,-0.466183,
2018-05-02,9232.19,9172.28,9817.19,9745.04,9745.04,8.57647e+08,5.55502,
2018-05-01,9077.28,8993.82,9271.62,9232.19,9232.19,5.27488e+08,1.70657,
2018-04-30,9248.25,8851.1,9251.66,9077.28,9077.28,6.69555e+08,-1.8508,
2018-04-29,9407.35,9133.6,9459.81,9248.45,9248.45,5.74099e+08,-1.68586,
2018-04-28,9349.94,9189.07,9552.67,9407.04,9407.04,6.40932e+08,0.594241,
2018-04-27,8938.47,8892.52,9435.9,9351.47,9351.47,7.74112e+08,4.62048,
2018-04-26,9289.01,8923.48,9385.87,8938.47,8938.47,7.58182e+08,-3.70228,
2018-04-25,8873.57,8669.38,9315.13,9282.12,9282.12,9.97428e+08,4.60353,
2018-04-24,9657.69,8757.06,9765.23,8873.62,8873.62,1.77981e+09,-8.10033,
2018-04-23,8967.86,8957.68,9741.91,9655.77,9655.77,1.27646e+09,7.66615,
2018-04-22,8823.46,8804.2,9025.73,8968.25,8968.25,5.53892e+08,1.64211,
2018-04-21,8935.85,8788.44,9043.98,8823.36,8823.36,6.10183e+08,-1.25742,
2018-04-20,8877.15,8631.18,9047.82,8935.72,8935.72,8.29073e+08,0.660574,
2018-04-19,8301.82,8243.49,8945.14,8877.08,8877.08,9.79995e+08,6.92932,
2018-04-18,8189.92,8136.42,8321.01,8301.82,8301.82,6.02099e+08,1.36582,
2018-04-17,7921.65,7908.92,8246.57,8189.96,8189.96,5.93501e+08,3.38731,
2018-04-16,8079.77,7858.12,8187.6,7921.63,7921.63,5.80881e+08,-1.95724,
2018-04-15,8376.73,7929.24,8430.93,8079.77,8079.77,7.13472e+08,-3.54506,
2018-04-14,8022.51,8021.04,8437.03,8376.73,8376.73,5.70528e+08,4.41534,
2018-04-13,7898.74,7841.19,8195.34,8022.51,8022.51,5.37286e+08,1.5622,
2018-04-12,7927.73,7758.8,8237.16,7899.11,7899.11,1.17144e+09,-0.361013,
2018-04-11,6977.04,6791.33,8051.95,7927.73,7927.73,1.49076e+09,13.6245,
2018-04-10,6871.07,6839.16,6999.37,6977.13,6977.13,4.50141e+08,1.54357,
2018-04-09,6789.53,6676.72,6922.84,6871.07,6871.07,4.24511e+08,1.20097,
2018-04-08,7049.92,6633.69,7204.28,6789.53,6789.53,9.01884e+08,-3.69352,
2018-04-07,6917.2,6911.02,7132.03,7049.92,7049.92,4.25826e+08,1.91869,
2018-04-06,6634.86,6624.47,7083.85,6917.2,6917.2,5.64883e+08,4.25541,
2018-04-05,6790.45,6526.67,6869.53,6634.86,6634.86,6.05651e+08,-2.29131,
2018-04-04,6815.5,6602.38,6933.66,6790.45,6790.45,7.77145e+08,-0.367542,
2018-04-03,7434.3,6727.09,7442.42,6815.5,6815.5,8.772e+08,-8.32358,
2018-04-02,7074.65,7039.88,7528.97,7434.3,7434.3,9.05327e+08,5.08438,
2018-04-01,6835.58,6792.3,8218.66,7074.6,7074.6,7.48861e+08,3.49277,
2018-03-31,6943.77,6463.54,7056.22,6835.84,6835.84,8.89888e+08,-1.55435,
2018-03-30,6853.75,6806.34,7228.4,6943.77,6943.77,9.15401e+08,1.3133,
2018-03-29,7106.62,6595.26,7280.27,6853.76,6853.76,1.58468e+09,-3.5581,
2018-03-28,7959.78,6927.11,7983.77,7106.62,7106.62,1.37918e+09,-10.7184,
2018-03-27,7808.42,7752.6,8117.79,7959.78,7959.78,6.57712e+08,1.93763,
2018-03-26,8152.18,7752.3,8226.24,7808.48,7808.48,9.30755e+08,-4.21629,
2018-03-25,8472.56,7869.27,8521.04,8152.2,8152.2,1.07904e+09,-4.63099,
2018-03-24,8935.51,8515.53,9036.23,8548.06,8548.06,8.27663e+08,-4.32847,
2018-03-23,8724.98,8307.58,8935.88,8934.8,8934.8,9.39997e+08,2.40481,
2018-03-22,8911.37,8500.88,9107,8724.98,8724.98,1.02329e+09,-2.09137,
2018-03-21,8920.53,8778.69,9184.51,8911.35,8911.35,9.91376e+08,-0.104928,
2018-03-20,8623.14,8339.8,9056.23,8920.71,8920.71,1.15046e+09,3.45083,
2018-03-19,8215.5,8129.66,8725.6,8623.14,8623.14,1.44781e+09,4.96311,
2018-03-18,7882.67,7318.46,8299.86,8215.4,8215.4,1.53552e+09,4.21072,
2018-03-17,8283.23,7765.41,8360.64,7883.45,7883.45,9.01939e+08,-4.82638,
2018-03-16,8267.95,7924.11,8616.63,8283.23,8283.23,1.08279e+09,0.17924,
2018-03-15,8216.22,7698.47,8432.12,8268.41,8268.41,1.51985e+09,0.617082,
2018-03-14,9160.12,7966.94,9360.66,8217.7,8217.7,1.38557e+09,-10.2883,
2018-03-13,9142.27,8856.65,9486.12,9160.12,9160.12,1.22856e+09,0.196559,
2018-03-12,9543.98,8796.52,9907.41,9142.15,9142.15,1.4354e+09,-4.21892,
2018-03-11,8797.27,8484.32,9735.64,9544.84,9544.84,1.37481e+09,8.49775,
2018-03-10,9252.76,8727.43,9518.62,8797.27,8797.27,1.08493e+09,-4.92275,
2018-03-09,9316.77,8393.45,9433.38,9252.76,9252.76,2.08162e+09,-0.686507,
2018-03-08,9928.56,9086.85,10119.2,9316.72,9316.72,1.49224e+09,-6.16242,
2018-03-07,10735.5,9470.73,10913.7,9928.56,9928.56,1.85887e+09,-7.51613,
2018-03-06,11440.3,10589.3,11441.7,10735.5,10735.5,1.21008e+09,-6.16464,
2018-03-05,11503.9,11431.5,11694.2,11440.7,11440.7,7.91472e+08,-0.553609,
2018-03-04,11465.4,11084,11539.8,11504.4,11504.4,6.90727e+08,0.340675,
2018-03-03,11043.1,11043.1,11530.7,11465.4,11465.4,8.122e+08,3.82356,
2018-03-02,10929.4,10801.5,11191.9,11043.1,11043.1,8.52908e+08,
